,name,followers,degree_centrality,category,geodata,location,phone,email,webpage,twitter,description,Unnamed: 11,geoloc,point,latitude,longitude,altitude
120,agrisud international,3740,10.476190476190476,economic recovery and development,,7 av du maréchal foch 33500 libourne france,05 57 25 17 06  ,http://www.agrisud.org/contact/  ,http://www.agrisud.org/fr/,,la petite ong d'une grande cause: permettre a des communautes humaines des pays du sud...,,"7, Avenue du Maréchal Foch, Centre-Ville, Château La Ganne, Libourne, Nouvelle-Aquitaine, France métropolitaine, 33500, France","(44.9215353, -0.24153920653409092, 0.0)",44.9215353,-0.24153920653409092,0.0
121,aide odonlogique internationale  aoi,1446,4.050420168067227,health,,1 rue maurice arnoux 92120 montrouge,01 57 63 99 62  ,contact@aoi-fr.org ,https://www.aoi-fr.org/,,aoi est une ong de développement qui contribue à l'amélioration de la santé orale. ,,"Faculté de Chirurgie Dentaire (Université de Paris), 1, Rue Maurice Arnoux, Quartier du Petit-Montrouge, Paris 14e Arrondissement, Quartier Portes de Montrouge, Montrouge, Antony, Hauts-de-Seine, Île-de-France, France métropolitaine, 92120, France","(48.82136145, 2.314645505352641, 0.0)",48.82136145,2.314645505352641,0.0
122,aides,70373,197.1232492997199,health,,36 rue dussoubs 75002 paris france,08 05 16 00 11 , https://www.aides.org/nous-contacter ,https://www.aides.org/,,aides est créée en septembre 1984 par le sociologue daniel defert à la suite du décès de son compagnon...,Multiple Locations across France,"36, Rue Dussoubs, Quartier de Bonne-Nouvelle, Paris 2e Arrondissement, Paris, Île-de-France, France métropolitaine, 75002, France","(48.8665789, 2.3493159, 0.0)",48.8665789,2.3493159,0.0
123,association of logical democracy agencies alda,10739,30.0812324929972,human rights democracy and governance,,1 avenue de l'europe 67000 strasbourg france,03 90 21 45 93  ,aldastrasbourg@alda-europe.eu  ,https://www.alda-europe.eu/,,l'alda - association européenne pour la démocratie locale est une association de droit français dédiée...,,"Totoro, 1, Avenue de l'Europe, Espace Européen de l'Entreprise, Schiltigheim, Strasbourg, Bas-Rhin, Grand Est, France métropolitaine, 67300, France","(48.6098846, 7.7125884, 0.0)",48.6098846,7.7125884,0.0
124,alima,23830,66.75070028011204,humanitarian,,15 rue des immeubles industriels 75011 paris,01 40 33 95 19  , office@alima.ngo  ,https://alima.ngo/,,l’histoire d’alima commence en 2009 au niger. alors que l’ensemble du corps médical observe un pic...,,"15, Rue des Immeubles Industriels, Quartier Sainte-Marguerite, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France","(48.850025, 2.3924827, 0.0)",48.850025,2.3924827,0.0
125,alliance francaise paris iledefrance,106476,298.25210084033614,education,,101 bd raspail 75006 paris france,01 42 84 90 00  ,info@alliancefr.org ,https://www.alliancefr.org/,,l'alliance française est une organisation internationale qui vise à promouvoir l'apprentissage et...,,"Alliance française, 101, Boulevard Raspail, Quartier du Montparnasse, Paris 14e Arrondissement, Paris, Île-de-France, France métropolitaine, 75270, France","(48.84645535, 2.328989953365583, 0.0)",48.84645535,2.328989953365583,0.0
126,altersante,90,0.25210084033613445,health,,centre médical de bligny 91640 briissousforges,01 69 26 37 37  ,http://www.altersante.org/altersante/contact.html  ,http://www.altersante.org/altersante/,,des médecins et spécialistes de l’aide humanitaire ont décidé de s’unir afin de prévenir et traiter les maladies...,,,,,,
127,amnesty france peine de mort,2311,6.473389355742297,human rights democracy and governance,,76 boulevard de la villette  75940 paris cedex 19,01 53 38 65 65 ,01 53 38 65 65  no email  https://www.amnesty.fr/peine-de-mort-et-torture,https://www.amnesty.fr/peine-de-mort-et-torture,,on dit souvent “l’important c’est de participer”. mais lorsqu'il s’agit de droits humains l’important c’est aussi...,,,,,,
128,assistance medicale toit du monde amtm,2397,6.714285714285714,health,,81 av du maréchal joffre 92000 nanterre france,01 47 24 78 59  ,contact@amtm.org  ,https://www.amtm.org/,,amtm aide les communautés en inde et au népal en déployant son action selon trois axes : la santé et...,,"81, Avenue du Maréchal Joffre, Quartier du Plateau - Mont-Valérien, Nanterre, Arrondissement de Nanterre, Hauts-de-Seine, Île-de-France, France métropolitaine, 92000, France","(48.8840943, 2.1927247, 0.0)",48.8840943,2.1927247,0.0
129,apdra pisciculture paysanne,4721,13.224089635854341,health,,9 av de france 91300 massy france,01 69 20 38 49  ,contact@apdra.org  ,http://www.apdra.org/index.php/fr-fr/,,née en 1996 l'association apdra pisciculture paysanne soutient la pisciculture dans les pays du sud et...,,"9, Avenue de France, Les Peupliers, Massy, Palaiseau, Essonne, Île-de-France, France métropolitaine, 91300, France","(48.7327481, 2.2909895, 0.0)",48.7327481,2.2909895,0.0
130,assemblee parlementaire de la francophonie apf,7535,21.106442577030812,education,,233 bd saintgermain 75007 paris france,01 40 63 91 60  , http://www.apf.francophonie.org/contact.html  , http://www.apf.francophonie.org/ ,,l’assemblée parlementaire de la francophonie est un lieu de débats de propositions et d’échanges...,,,,,,
131,apprentis d'auteuil,65017,182.1204481792717,education,,40 rue jean de la fontaine 75016 paris,01 44 14 75 75  , https://www.apprentis-auteuil.org/nous-contacter.html  ,https://www.apprentis-auteuil.org/,,fondation catholique reconnue d’utilité publique apprentis d’auteuil s’engage et agit auprès des jeunes et...,,"40, Rue Jean de La Fontaine, Quartier d'Auteuil, Paris 16e Arrondissement, Paris, Île-de-France, France métropolitaine, 75016, France","(48.8510809, 2.2720294, 0.0)",48.8510809,2.2720294,0.0
132,aquassistance,1169,3.2745098039215685,humanitarian,,183 av du 18 juin 1940 92500 rueilmalmaison france,01 46 25 38 76 ,contact@aquassistance.org,https://www.aquassistance.org/page/242390-accueil,,créée en 1994 aquassistance est l'association de solidarité internationale des collaborateurs actifs et...,,,,,,
133,architectes de l'urgence,11301,31.65546218487395,economic recovery and development,,73 boulevard du cange 80000 amiens france,03 22 80 00 60 , info@archi-urgent.com  ,https://www.archi-urgent.com/ ,,depuis 2001 à travers ses programmes d’action dans le monde entier la fondation architectes de l’urgence...,Central logistics but have a headquarters in Paris,"Boulevard du Cange, Amiens, Somme, Hauts-de-France, France métropolitaine, 80000, France","(49.8959466, 2.3061165, 0.0)",49.8959466,2.3061165,0.0
134,architecture et developpement,1430,4.0056022408963585,economic recovery and development,,2 rue de la providence 75013 paris france,,,https://www.archidev.org/?lang=fr,,ad est une association de solidarité internationale fondée en 1997 qui conçoit et réalise des projets...,,"2, Rue de la Providence, Quartier de la Maison-Blanche, Paris 13e Arrondissement, Paris, Île-de-France, France métropolitaine, 75013, France","(48.8252395, 2.3494719, 0.0)",48.8252395,2.3494719,0.0
135,artisans du monde,13920,38.99159663865546,economic recovery and development,,14 rue de la beaune 93181 montreuil france,01 83 62 83 93  , https://www.artisansdumonde.org/contact/contactez-nous,https://www.artisansdumonde.org/,,depuis 1974 artisans du monde défend les droits humains la justice sociale et la solidarité internationale...,,"14, Rue de la Beaune, Centre-ville, Montreuil, Bobigny, Seine-Saint-Denis, Île-de-France, France métropolitaine, 93100, France","(48.8618309, 2.4359251, 0.0)",48.8618309,2.4359251,0.0
136,asdifle,4175,11.694677871148459,education,,101 bd raspail 75006 paris france,,https://asdifle.com/contact/,https://asdifle.com/,,l’association de didactique du français langue étrangère asdifle créée au milieu des années 1980...,,"Alliance française, 101, Boulevard Raspail, Quartier du Montparnasse, Paris 14e Arrondissement, Paris, Île-de-France, France métropolitaine, 75270, France","(48.84645535, 2.328989953365583, 0.0)",48.84645535,2.328989953365583,0.0
137,asi  actions de solidarite internationale,1767,4.949579831932773,protection,,5 rue lebon 75017 paris france,242 06 688 5964  ,contact@asi-france.org  ,https://www.asi-france.org/,,asi travaille sur le long terme par le soutien d’initiatives locales c’est une ong de développement.,,"5, Rue Lebon, Quartier des Ternes, Paris 17e Arrondissement, Paris, Île-de-France, France métropolitaine, 75017, France","(48.8806784, 2.2923066, 0.0)",48.8806784,2.2923066,0.0
138,asi  association de la sommellerie internationale,27833,77.96358543417367,education,,97 boulevard haussmann 75008 paris france,, info@asi.info  ,https://www.asi.info/,,l’association de la sommellerie internationale asi est une organisation à but non-lucratif fondée à reims...,,"97, Boulevard Haussmann, Quartier de l'Europe, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France","(48.8748202, 2.318194, 0.0)",48.8748202,2.318194,0.0
139,assen association de soutien aux enfants,11893,33.31372549019608,protection ,,181 av daumesnil 75012 paris france,,https://assen-asso.org/contacts/  ,https://assen-asso.org/,,l’association de soutien aux enfants assen a été créée le 5 novembre 2010 par des jeunes étudiants...,,"181, Avenue Daumesnil, Quartier des Quinze-Vingts, Paris 12e Arrondissement, Paris, Île-de-France, France métropolitaine, 75012, France","(48.8406306, 2.392475, 0.0)",48.8406306,2.392475,0.0
140,association adric,575,1.6106442577030813,education,,7 rue du jura 75013 paris france,01 43 36 89 23  , adric@adric.eu ,https://www.adric.eu/,,créée en 2003 l’agence de développement des relations interculturelles pour la citoyenneté adric...,,"7, Rue du Jura, Quartier de la Salpêtrière, Paris 13e Arrondissement, Paris, Île-de-France, France métropolitaine, 75013, France","(48.8375471, 2.356103, 0.0)",48.8375471,2.356103,0.0
141,association henri capitant,2303,6.450980392156863,education,,12 pl du panthéon 75005 paris france,01 43 54 43 17  ,contact@henricapitant.org  ,https://www.henricapitant.org/,,l’association henri capitant fut fondée en 1935 sous l’autorité de henri capitant professeur à la faculté de...,,"Université Paris I Panthéon-Sorbonne, 12, Place du Panthéon, Quartier de la Sorbonne, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France","(48.84708575, 2.344087797715906, 0.0)",48.84708575,2.344087797715906,0.0
142,atd fourth world,3308,9.266106442577032,human rights democracy and governance,,12 rue pasteur 95480 pierrelaye france,,,,,,,"Rue Pasteur, Résidence du Petit Bois, Pierrelaye, Argenteuil, Val-d'Oise, Île-de-France, France métropolitaine, 95480, France","(49.0202506, 2.1500935, 0.0)",49.0202506,2.1500935,0.0
143,attac france,153634,430.3473389355742,human rights democracy and governance,,21ter rue voltaire 75011 paris france,,,,,,,"Rue Voltaire, Quartier Sainte-Marguerite, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France","(48.8524844, 2.3913929, 0.0)",48.8524844,2.3913929,0.0
145,auxilaires du sacerdoce,170,0.47619047619047616,religious,,57 rue lemercier 75017 paris france,,,,,,,"57, Rue Lemercier, Quartier des Batignolles, Paris 17e Arrondissement, Paris, Île-de-France, France métropolitaine, 75017, France","(48.8875833, 2.32188, 0.0)",48.8875833,2.32188,0.0
146,avocats sans frontieres france,7825,21.9187675070028,human rights democracy and governance,,8 rue du prieuré 31000 toulouse france,,,,,,,"8, Rue du Prieuré, Place Occitane, Capitole, Toulouse Centre, Toulouse, Haute-Garonne, Occitanie, France métropolitaine, 31000, France","(43.6016272, 1.4417115, 0.0)",43.6016272,1.4417115,0.0
147,avsfagronomes et veterinaires sans frontieres,47255,132.36694677871148,economic recovery and development,,14 av berthelot 69007 lyon france,,,,,,,"14, Avenue Berthelot, Chevreul, Lyon 7e Arrondissement, Lyon, Métropole de Lyon, Circonscription départementale du Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69007, France","(45.7470377, 4.8357977, 0.0)",45.7470377,4.8357977,0.0
148,bewelcome,7486,20.969187675070028,education,,19 rue de paris 35500 vitre france,,,,,,,"19, Rue de Paris, Hospice St Nicolas, Vitré, Fougères-Vitré, Ille-et-Vilaine, Bretagne, France métropolitaine, 35500, France","(48.1245906, -1.2073464, 0.0)",48.1245906,-1.2073464,0.0
149,biacthevoice of oecd business,48,0.13445378151260504,economic recovery and development,,13/15 chau de la muette 75016 paris france,,,,,,,,,,,
150,bibliotheques sans frontieres,148833,416.89915966386553,education,,69 rue armand carrel 75019 paris france,,,,,,,"Les Marmites Volantes, 69, Rue Armand Carrel, Quartier du Combat, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France","(48.8827997, 2.3733397, 0.0)",48.8827997,2.3733397,0.0
151,bice  burea international catholique de l'enfance,6614,18.526610644257705,protection,,70 boulevard de magenta  75010 paris,,,,,,,"70, Boulevard de Magenta, Quartier de la Porte-Saint-Martin, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France","(48.8753491, 2.3571384, 0.0)",48.8753491,2.3571384,0.0
152,biodeversa,1787,5.0056022408963585,environment,,50 av daumesnil 75012 paris france,,,,,,,"50, Avenue Daumesnil, Quartier des Quinze-Vingts, Paris 12e Arrondissement, Paris, Île-de-France, France métropolitaine, 75012, France","(48.8456409, 2.3784003, 0.0)",48.8456409,2.3784003,0.0
153,cafebabel,13631,38.182072829131656,education,,226 rue saintdenis 75002 paris france,,,,,,,,,,,
154,ccfdterre solidaire,175226,490.8291316526611,human rights democracy and governance,,7 rue du frout 29000 quimper france,,,,,,,"7, Rue du Frout, La Tourelle, Quimper, Finistère, Bretagne, France métropolitaine, 29000, France","(47.9959315, -4.1003447, 0.0)",47.9959315,-4.1003447,0.0
155,centre d'etudes europeennes et de politique comparee de science po,1531,4.288515406162465,education,,28 rue des saintspères 75007 paris france,,,,,,,,,,,
156,centre de documentation tiers monde,69,0.19327731092436976,education,,27 bd louis blanc 34000 montpellier france,,,,,,,"27, Boulevard Louis Blanc, Les Beaux-Arts, Centre, Montpellier, Hérault, Occitanie, France métropolitaine, 34000, France","(43.6144863, 3.8802663, 0.0)",43.6144863,3.8802663,0.0
157,centre humanitaire des metiers de la pharmaciechmp,28,0.0784313725490196,health,,4 voie militaire des gravanches 63100 clermontferrand france,,,,,,,,,,,
158,centre international de credit mutuel,75,0.21008403361344538,economic recovery and development,,88 rue cardinet 75847 paris cedex 17,,,,,,,,,,,
159,cerale,98,0.27450980392156865,education,,79 av de la république 75011 paris france,,,,,,,"79, Avenue de la République, Quartier de la Folie-Méricourt, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France","(48.8642945, 2.3804192, 0.0)",48.8642945,2.3804192,0.0
161,cfdt,24514,68.66666666666667,professional society,,49 av dufau 64000 pau france,,,,,,,"Avenue Dufau, Dufau-Tourasse, Pau, Pyrénées-Atlantiques, Nouvelle-Aquitaine, France métropolitaine, 64000, France","(43.3046592, -0.3681633, 0.0)",43.3046592,-0.3681633,0.0
162,chambre de commerce franco arabe,529,1.4817927170868348,economic recovery and development,,250 bis bd saintgermain 75007 paris france,,,,,,,,,,,
163,children's rights  humanium,96727,270.9439775910364,human rights democracy and governance,,5 rue de l’automne 68510 sierentz france,,,,,,,"5, Rue de l'Automne, Sierentz, Mulhouse, Haut-Rhin, Grand Est, France métropolitaine, 68510, France","(47.6603739, 7.4531226, 0.0)",47.6603739,7.4531226,0.0
164,cicp,562,1.5742296918767507,human rights democracy and governance,,21ter rue voltaire 75011 paris france,,,,,,,"Rue Voltaire, Quartier Sainte-Marguerite, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France","(48.8524844, 2.3913929, 0.0)",48.8524844,2.3913929,0.0
165,cid centre interculturel du developpment,537,1.504201680672269,education,,8 cité de l'ameublement 75011 paris france,,,,,,,"8, Cité de l'Ameublement, Quartier Sainte-Marguerite, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France","(48.8511702, 2.3857037, 0.0)",48.8511702,2.3857037,0.0
166,ciemi,296,0.8291316526610645,education,,46 rue de montreuil 75011 paris france,,,,,,,"Mission Catholique Italienne, 46, Rue de Montreuil, Quartier Sainte-Marguerite, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France","(48.850155, 2.3884949, 0.0)",48.850155,2.3884949,0.0
167,cigref,751,2.103641456582633,professional society,,21 av de messine 75008 paris france,,,,,,,"21, Avenue de Messine, Quartier de l'Europe, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France","(48.8768551, 2.311613, 0.0)",48.8768551,2.311613,0.0
168,ciheam,4974,13.932773109243698,economic recovery and development,,via ceglie 9 70010 valenzano ba italie,,,,,,,,,,,
169,cioff france,4544,12.72829131652661,education,,le montel 63600 ambert france,,,,,,,"Le Montel, Grandval, Ambert, Puy-de-Dôme, Auvergne-Rhône-Alpes, France métropolitaine, 63890, France","(45.6131481, 3.6581522, 0.0)",45.6131481,3.6581522,0.0
170,citf commision internationale du theater francophone,1792,5.019607843137255,education,,182 rue sainthonoré 75001 paris,,,,,,,,,,,
171,codata,1283,3.5938375350140057,education,,5 rue auguste vacquerie 75016 paris france,,,,,,,"5, Rue Auguste Vacquerie, Quartier de Chaillot, Paris 16e Arrondissement, Paris, Île-de-France, France métropolitaine, 75116, France","(48.8708187, 2.2963325, 0.0)",48.8708187,2.2963325,0.0
172,colletif de parties civiles pour le rwanda cpcr,2513,7.03921568627451,human rights democracy and governance,,61 avenue jean jaurès 51100 reims,,,,,,,"61, Avenue Jean Jaurès, Secteur Sainte-Thérèse, Reims, Marne, Grand Est, France métropolitaine, 51100, France","(49.2591581, 4.0439714, 0.0)",49.2591581,4.0439714,0.0
173,college de paris afrique,5423,15.19047619047619,education,,15 rue montmartre 75001 paris france,,,,,,,"Le Cochon à l'Oreille, 15, Rue Montmartre, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France","(48.8644516, 2.3451744, 0.0)",48.8644516,2.3451744,0.0
174,college des etudes juives,313,0.876750700280112,education,,6 bis rue michel ange 75016 paris,,,,,,,"Rue Michel-Ange, Quartier d'Auteuil, Paris 16e Arrondissement, Paris, Île-de-France, France métropolitaine, 75016, France","(48.8429159, 2.2599868, 0.0)",48.8429159,2.2599868,0.0
175,comite de cooperation aves le laos,792,2.2184873949579833,economic recovery and development,,0 rue rosenwald 75015 paris france,,,,,,,"Rue Rosenwald, Quartier Saint-Lambert, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France","(48.833108, 2.3058573, 0.0)",48.833108,2.3058573,0.0
176,comite idaho france,16681,46.72549019607843,human rights democracy and governance,,26 rue de lappe 75011 paris france,,,,,,,"Bar à Nenette, 26, Rue de Lappe, Quartier de la Roquette, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France","(48.853326, 2.3733565, 0.0)",48.853326,2.3733565,0.0
177,communautes catholiques francophones dans le monde,842,2.358543417366947,education,,58 avenue de breteuil 75007 paris france,,,,,,,"Avenue de Breteuil, Quartier de l'École Militaire, Paris 7e Arrondissement, Paris, Île-de-France, France métropolitaine, 75007, France","(48.8517067, 2.3125359, 0.0)",48.8517067,2.3125359,0.0
179,congregation notre dame de sion,463,1.2969187675070029,education,,69 rue notredame des champs 75006,,,,,,,,,,,
180,coordination pour l'afrique de demain cade,186,0.5210084033613446,environment,,5 rue des immeubles industriels 75011 paris france,,,,,,,"5, Rue des Immeubles Industriels, Quartier Sainte-Marguerite, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France","(48.8493561, 2.3927206, 0.0)",48.8493561,2.3927206,0.0
181,cousteau,61517,172.31652661064425,environment,,40 rue des renaudes 75017 paris france,,,,,,,"40, Rue des Renaudes, Quartier des Ternes, Paris 17e Arrondissement, Paris, Île-de-France, France métropolitaine, 75017, France","(48.8809893, 2.2974877, 0.0)",48.8809893,2.2974877,0.0
182,cpie bocage de l'avesnois,1294,3.6246498599439776,environment,,1 chem des prés verquin 59570 gussignies france,,,,,,,,,,,
183,conseil representatif des associations noires cran,13262,37.148459383753504,human rights democracy and governance,,55 rue du château d’eau 75010 paris,,,,,,,"55, Rue du Château d'Eau, Quartier de la Porte-Saint-Martin, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France","(48.8723591, 2.3555264, 0.0)",48.8723591,2.3555264,0.0
184,croixrouge francaise,561722,1573.450980392157,humanitarian,,98 rue didot 75694 paris cedex 14,,,,,,,,,,,
187,eau et vie,1953,5.470588235294118,economic recovery and development,,68 rue de coulmiers 44000 nantes france,,,,,,,"68, Rue de Coulmiers, Coulmiers - Jardin des Plantes, Malakoff - Saint-Donatien, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44000, France","(47.2249935, -1.539534, 0.0)",47.2249935,-1.539534,0.0
189,european blind union ebu,1637,4.5854341736694675,human rights democracy and governance,,6 rue gagergabillot 75015 paris france,,,,,,,,,,,
190,echoppe usa,171,0.4789915966386555,education,,02 bp 222 53 49022 angers cedex 02 france,,,,,,,,,,,
191,european council of jewish communities ecjc,1487,4.165266106442577,education,,38 rue de berri 75008 paris france,,,,,,,"38, Rue de Berri, Quartier du Faubourg-du-Roule, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France","(48.8738967, 2.3070011, 0.0)",48.8738967,2.3070011,0.0
193,ecpm,8058,22.571428571428573,human rights democracy and governance,,62 bis ave parmentier 75011 paris france,,,,,,,,,,,
195,european grassroots antiracist movement egam,4573,12.80952380952381,human rights democracy and governance,,48 ter rue du faubourg saintdenis 75010 paris france,,,,,,,,,,,
196,ecole francaise d'extremeorient efeo,4140,11.596638655462185,education,,22 av du président wilson 75116 paris france,,,,,,,"22, Avenue du Président Wilson, Quartier de Chaillot, Paris 16e Arrondissement, Paris, Île-de-France, France métropolitaine, 75116, France","(48.8644818, 2.2922125, 0.0)",48.8644818,2.2922125,0.0
197,elles bougent,7400,20.72829131652661,education,,57 place de l'europe 92500 rueilmalmaison,,,,,,,,,,,
198,empowher institute,2228,6.240896358543417,human rights democracy and governance,,na,,,,,,,Namibia,"(-23.2335499, 17.3231107, 0.0)",-23.2335499,17.3231107,0.0
199,end fgm,7043,19.72829131652661,protection,,rue d'edimbourg 261050 ixelles belgium,,,,,,,"Rue d'Édimbourg - Edinburgstraat, Matongé, Ixelles - Elsene, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1050, België / Belgique / Belgien","(50.8371293, 4.364166, 0.0)",50.8371293,4.364166,0.0
200,enfants du mekong,65410,183.22128851540617,education,,5 rue de la comète 92600 asnièressurseine france,,,,,,,,,,,
202,entrepreneurs du monde,18744,52.50420168067227,economic recovery and development,,14 pass dubail 75010 paris france,,,,,,,"Centre de recherche et d'Information pour le Développement, 14, Passage Dubail, Quartier de la Porte-Saint-Martin, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France","(48.8737094, 2.359693, 0.0)",48.8737094,2.359693,0.0
203,epargne ethique,24507,68.6470588235294,economic recovery and development,,22 rue joubert 75009 paris ile de france,,,,,,,"22, Rue Joubert, Quartier de la Chaussée-d'Antin, Paris 9e Arrondissement, Paris, Île-de-France, France métropolitaine, 75009, France","(48.874711, 2.3298358, 0.0)",48.874711,2.3298358,0.0
205,european youth information and counselling agency eryica,6003,16.81512605042017,education,,87 rte de thionville 2611 hesperange luxembourg,,,,,,,"Route de Thionville, Alzingen, Hesperange, Canton Luxembourg, 5887, Lëtzebuerg","(49.5736536, 6.1590288, 0.0)",49.5736536,6.1590288,0.0
206,european school of haematology esh,4201,11.767507002801121,health,,1 avenue claude vellefaux 75010 paris france,,,,,,,"Avenue Claude Vellefaux, Quartier de l'Hôpital Saint-Louis, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France","(48.8734011, 2.3701732, 0.0)",48.8734011,2.3701732,0.0
208,eunis,380,1.0644257703081232,education,,103 boulevard saintmichel 75005 paris france,,,,,,,,,,,
209,euromed feminist initiative,12594,35.27731092436975,human rightsdemocracy and governance,,104 rue de charenton 75012 paris france,,,,,,,"104, Rue de Charenton, Quartier de Bercy, Paris 12e Arrondissement, Paris, Île-de-France, France métropolitaine, 75012, France","(48.8474296, 2.3774482, 0.0)",48.8474296,2.3774482,0.0
212,european federation of geologists ,2907,8.142857142857142,environment,,rue jenner 13 1000 bruxelles belgique,,,,,,,"Rue Jenner - Jennerstraat, Bruxelles - Brussel, Ixelles - Elsene, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1000, België / Belgique / Belgien","(50.8359303, 4.3787714, 0.0)",50.8359303,4.3787714,0.0
213,european financial management association,1341,3.7563025210084033,education,,10 boulevard haussmann 75009 paris france,,,,,,,"Qwant, 10, Boulevard Haussmann, Quartier du Faubourg-Montmartre, Paris 9e Arrondissement, Paris, Île-de-France, France métropolitaine, 75009, France","(48.8724229, 2.3382238, 0.0)",48.8724229,2.3382238,0.0
214,european forum for urban security efus,1522,4.2633053221288515,protection,,10 rue des montiboeufs 75020 paris france,,,,,,,"10, Rue des Montibœufs, Quartier Saint-Fargeau, Paris 20e Arrondissement, Paris, Île-de-France, France métropolitaine, 75020, France","(48.8664775, 2.4053811, 0.0)",48.8664775,2.4053811,0.0
215,european implementation network,414,1.1596638655462186,human rights democracy and governance,,20 av du neuhof 67100 strasbourg france,,,,,,,"Épicerie boucherie Matmour, 20, Avenue du Neuhof, Neudorf, Strasbourg, Bas-Rhin, Grand Est, France métropolitaine, 67100, France","(48.5553544, 7.7662541, 0.0)",48.5553544,7.7662541,0.0
216,european jewish congress,11732,32.86274509803921,human rights democracy and governance,,38 rue de berri 75008 paris france,,,,,,,"38, Rue de Berri, Quartier du Faubourg-du-Roule, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France","(48.8738967, 2.3070011, 0.0)",48.8738967,2.3070011,0.0
217,european producers club,742,2.0784313725490198,education,,42 rue du faubourg du temple 75011 paris france,,,,,,,"Suan Siam, 42, Rue du Faubourg du Temple, Quartier de la Folie-Méricourt, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France","(48.8692577, 2.3690106, 0.0)",48.8692577,2.3690106,0.0
218,european society of cardiology,254994,714.2689075630252,health,,2035 route des colles cs 80179 biot 06903 sophia antipolis cedex france,,,,,,,,,,,
219,european rare diseases organization eurodis,40873,114.49019607843137,health,,plateforme maladies rares 96 rue didot 75014 paris france,,,,,,,,,,,
220,euroscience,4483,12.557422969187675,education,,1 quai lezaymarnesia 67000 strasbourg  france,,,,,,,,,,,
221,fafce,1778,4.980392156862745,religious organization,,28 place st georges paris 75009 france,,,,,,,"Place Saint-Georges, Quartier Saint-Georges, Nouvelle Athènes, Paris, Île-de-France, France métropolitaine, 75009, France","(48.8783757, 2.3374412, 0.0)",48.8783757,2.3374412,0.0
222,fatf,24940,69.85994397759103,protection,,2 rue andré pascal 75775 paris cedex 16 france,,,,,,,,,,,
223,feebf,1148,3.215686274509804,religious organization,,47 rue de clichy 75009 paris france,,,,,,,"47, Rue de Clichy, Quartier Saint-Georges, Paris 9e Arrondissement, Paris, Île-de-France, France métropolitaine, 75009, France","(48.8803025, 2.3288409, 0.0)",48.8803025,2.3288409,0.0
225,fédération internationale des experts comptables et commissaires aux comptes francophones fidef,2017,5.649859943977591,professional society,,19 rue cognacq jay 75007 paris france,,,,,,,"19, Rue Cognacq-Jay, Quartier du Gros-Caillou, Paris 7e Arrondissement, Paris, Île-de-France, France métropolitaine, 75007, France","(48.86176, 2.3031012, 0.0)",48.86176,2.3031012,0.0
226,federation euromediterraneenne contre les disparitions forcees,1806,5.0588235294117645,human rights democracy and governance,,112 rue de charenton 75012 paris france,,,,,,,"112, Rue de Charenton, Quartier de Bercy, Paris 12e Arrondissement, Paris, Île-de-France, France métropolitaine, 75012, France","(48.8470293, 2.3780432, 0.0)",48.8470293,2.3780432,0.0
227,federation nationale de la libere pensee,3249,9.100840336134453,human rights democracy and governance,,10 rue des fossés saintjacques 75005 paris france,,,,,,,,,,,
228,international federation for human rights fidh,210879,590.6974789915967,human rights democracy and governance,,17 pass de la main d'or 75011 paris france,,,,,,,"17, Passage de la Main d'Or, Quartier Sainte-Marguerite, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France","(48.8526699, 2.3782056, 0.0)",48.8526699,2.3782056,0.0
